cluster_name,fuel_price,query,ga_cluster_solution,cluster_best_value,our_ga_best_solution,our_ga_best_value,pop_size,penalty_factor,cluster_time,memory used (mb),iters,mutation_method,mutation_prob,selection_method,selection_prob
small-3s-4p-f1_10-q1_4-random,1,['Purificadores de aire'],"{'Jumbo': {'Pasta de dientes': 2897.99, 'Aceite de girasol': 2689.99}, 'Supermercado Nacional': {'Purificadores de aire': 4381.99, 'Alfombras': 1274.99}}",11270.96,"[['Supermercado Nacional', 'Purificadores de aire']]",4401.99,10,9.0,0.31719493865966797,0.0,100,scramble,0.1,hard,0.66
small-3s-4p-f1_10-q1_4-random,1,"['Purificadores de aire', 'Aceite de girasol', 'Pasta de dientes', 'Alfombras']","{'Jumbo': {'Aceite de girasol': 2689.99, 'Pasta de dientes': 2897.99}, 'Supermercado Nacional': {'Alfombras': 1274.99, 'Purificadores de aire': 4381.99}}",11270.96,"[['Jumbo', 'Aceite de girasol'], ['Jumbo', 'Pasta de dientes'], ['Supermercado Nacional', 'Alfombras'], ['Supermercado Nacional', 'Purificadores de aire']]",11282.96,10,9.0,0.4397592544555664,0.0,100,scramble,0.1,hard,0.66
small-3s-4p-f1_10-q1_4-random,6,['Purificadores de aire'],"{'Jumbo': {'Aceite de girasol': 2689.99, 'Pasta de dientes': 2897.99}, 'Supermercado Nacional': {'Alfombras': 1274.99, 'Purificadores de aire': 4381.99}}",11400.96,"[['Supermercado Nacional', 'Purificadores de aire']]",4501.99,10,9.0,0.40212464332580566,0.0,100,scramble,0.1,hard,0.66
small-3s-4p-f1_10-q1_4-random,6,"['Purificadores de aire', 'Pasta de dientes', 'Aceite de girasol', 'Alfombras']","{'Jumbo': {'Pasta de dientes': 2897.99, 'Aceite de girasol': 2689.99}, 'Supermercado Nacional': {'Purificadores de aire': 4381.99, 'Alfombras': 1274.99}}",11400.96,"[['Jumbo', 'Pasta de dientes'], ['Jumbo', 'Aceite de girasol'], ['Supermercado Nacional', 'Purificadores de aire'], ['Supermercado Nacional', 'Alfombras']]",11472.96,10,9.0,0.3660147190093994,0.2578125,100,scramble,0.1,hard,0.66
small-5s-10p-f0_10-q1_10-random,0,['Televisores'],"{'Jumbo': {'Albahaca': 572.99}, 'La Sirena': {'Fósforos': 212.99, 'Ropa de hombre': 1611.99}, 'Super Pola': {'Aftershave': 1074.99, 'Esmalte de uñas': 1108.99, 'Televisores': 619.99}, 'Supermercado Nacional': {'Rizadores de pelo': 3197.99, 'Chicles de fresa': 575.99}, 'Bravo': {'Jamón de pavo': 1710.99, 'Refresco de cola': 395.99}}",11082.9,"[['Super Pola', 'Televisores']]",619.99,10,9.0,0.5983619689941406,0.0,100,scramble,0.1,hard,0.66
small-5s-10p-f0_10-q1_10-random,0,"['Esmalte de uñas', 'Albahaca', 'Rizadores de pelo', 'Chicles de fresa']","{'Supermercado Nacional': {'Rizadores de pelo': 3197.99, 'Chicles de fresa': 575.99}, 'Super Pola': {'Televisores': 619.99, 'Aftershave': 1074.99, 'Esmalte de uñas': 1108.99}, 'Jumbo': {'Albahaca': 572.99}, 'Bravo': {'Jamón de pavo': 1710.99, 'Refresco de cola': 395.99}, 'La Sirena': {'Ropa de hombre': 1611.99, 'Fósforos': 212.99}}",11082.899999999998,"[['Supermercado Nacional', 'Rizadores de pelo'], ['Supermercado Nacional', 'Chicles de fresa'], ['Super Pola', 'Esmalte de uñas'], ['Jumbo', 'Albahaca']]",5455.959999999999,10,9.0,0.5093071460723877,0.0,100,scramble,0.1,hard,0.66
small-5s-10p-f0_10-q1_10-random,0,"['Televisores', 'Aftershave', 'Refresco de cola', 'Esmalte de uñas', 'Rizadores de pelo', 'Albahaca', 'Fósforos']","{'Supermercado Nacional': {'Chicles de fresa': 575.99, 'Rizadores de pelo': 3197.99, 'Televisores': 728.99}, 'Bravo': {'Refresco de cola': 395.99, 'Jamón de pavo': 1710.99}, 'Jumbo': {'Albahaca': 572.99}, 'Super Pola': {'Esmalte de uñas': 1108.99, 'Aftershave': 1074.99}, 'La Sirena': {'Fósforos': 212.99, 'Ropa de hombre': 1611.99}}",11191.899999999998,"[['Supermercado Nacional', 'Rizadores de pelo'], ['Supermercado Nacional', 'Televisores'], ['Bravo', 'Refresco de cola'], ['Jumbo', 'Albahaca'], ['Super Pola', 'Esmalte de uñas'], ['Super Pola', 'Aftershave'], ['La Sirena', 'Fósforos']]",7292.9299999999985,10,9.0,0.5279929637908936,0.0,100,scramble,0.1,hard,0.66
small-5s-10p-f0_10-q1_10-random,0,"['Ropa de hombre', 'Esmalte de uñas', 'Albahaca', 'Aftershave', 'Refresco de cola', 'Televisores', 'Jamón de pavo', 'Rizadores de pelo', 'Fósforos', 'Chicles de fresa']","{'Super Pola': {'Esmalte de uñas': 1108.99, 'Televisores': 619.99, 'Aftershave': 1074.99}, 'La Sirena': {'Ropa de hombre': 1611.99, 'Albahaca': 2032.99, 'Fósforos': 212.99}, 'Supermercado Nacional': {'Chicles de fresa': 575.99, 'Rizadores de pelo': 3197.99}, 'Bravo': {'Jamón de pavo': 1710.99, 'Refresco de cola': 395.99}}",12542.899999999998,"[['Super Pola', 'Esmalte de uñas'], ['Super Pola', 'Televisores'], ['Super Pola', 'Aftershave'], ['La Sirena', 'Ropa de hombre'], ['La Sirena', 'Albahaca'], ['La Sirena', 'Fósforos'], ['Supermercado Nacional', 'Chicles de fresa'], ['Supermercado Nacional', 'Rizadores de pelo'], ['Bravo', 'Jamón de pavo'], ['Bravo', 'Refresco de cola']]",12542.899999999998,10,9.0,0.5874013900756836,0.0,100,scramble,0.1,hard,0.66
small-5s-10p-f0_10-q1_10-random,3,['Esmalte de uñas'],"{'Supermercado Nacional': {'Chicles de fresa': 575.99, 'Rizadores de pelo': 3197.99}, 'La Sirena': {'Fósforos': 212.99, 'Ropa de hombre': 1611.99}, 'Bravo': {'Jamón de pavo': 1710.99, 'Refresco de cola': 395.99}, 'Super Pola': {'Esmalte de uñas': 1108.99, 'Televisores': 619.99, 'Aftershave': 1074.99}, 'Jumbo': {'Albahaca': 572.99}}",11160.899999999998,"[['Super Pola', 'Esmalte de uñas']]",1174.99,10,9.0,0.5644879341125488,0.0,100,scramble,0.1,hard,0.66
small-5s-10p-f0_10-q1_10-random,3,"['Rizadores de pelo', 'Fósforos', 'Ropa de hombre', 'Albahaca']","{'Bravo': {'Refresco de cola': 395.99, 'Jamón de pavo': 1710.99}, 'Super Pola': {'Esmalte de uñas': 1108.99, 'Ropa de hombre': 1943.99, 'Aftershave': 1074.99}, 'Supermercado Nacional': {'Rizadores de pelo': 3197.99, 'Televisores': 728.99, 'Chicles de fresa': 575.99}, 'La Sirena': {'Fósforos': 212.99}, 'Jumbo': {'Albahaca': 572.99}}",11583.899999999998,"[['Super Pola', 'Ropa de hombre'], ['Supermercado Nacional', 'Rizadores de pelo'], ['La Sirena', 'Fósforos'], ['Jumbo', 'Albahaca']]",6500.959999999999,10,9.0,0.38376450538635254,0.0,100,scramble,0.1,hard,0.66
